timestamp;datetime;Head.state;Head.px;Head.py;Head.pz;Head.rx;Head.ry;Head.rz;Neck.state;Neck.px;Neck.py;Neck.pz;Neck.rx;Neck.ry;Neck.rz;SpineShoulder.state;SpineShoulder.px;SpineShoulder.py;SpineShoulder.pz;SpineShoulder.rx;SpineShoulder.ry;SpineShoulder.rz;SpineMid.state;SpineMid.px;SpineMid.py;SpineMid.pz;SpineMid.rx;SpineMid.ry;SpineMid.rz;SpineBase.state;SpineBase.px;SpineBase.py;SpineBase.pz;SpineBase.rx;SpineBase.ry;SpineBase.rz;ShoulderRight.state;ShoulderRight.px;ShoulderRight.py;ShoulderRight.pz;ShoulderRight.rx;ShoulderRight.ry;ShoulderRight.rz;ShoulderLeft.state;ShoulderLeft.px;ShoulderLeft.py;ShoulderLeft.pz;ShoulderLeft.rx;ShoulderLeft.ry;ShoulderLeft.rz;HipRight.state;HipRight.px;HipRight.py;HipRight.pz;HipRight.rx;HipRight.ry;HipRight.rz;HipLeft.state;HipLeft.px;HipLeft.py;HipLeft.pz;HipLeft.rx;HipLeft.ry;HipLeft.rz;ElbowRight.state;ElbowRight.px;ElbowRight.py;ElbowRight.pz;ElbowRight.rx;ElbowRight.ry;ElbowRight.rz;WristRight.state;WristRight.px;WristRight.py;WristRight.pz;WristRight.rx;WristRight.ry;WristRight.rz;HandRight.state;HandRight.px;HandRight.py;HandRight.pz;HandRight.rx;HandRight.ry;HandRight.rz;HandTipRight.state;HandTipRight.px;HandTipRight.py;HandTipRight.pz;HandTipRight.rx;HandTipRight.ry;HandTipRight.rz;ThumbRight.state;ThumbRight.px;ThumbRight.py;ThumbRight.pz;ThumbRight.rx;ThumbRight.ry;ThumbRight.rz;ElbowLeft.state;ElbowLeft.px;ElbowLeft.py;ElbowLeft.pz;ElbowLeft.rx;ElbowLeft.ry;ElbowLeft.rz;WristLeft.state;WristLeft.px;WristLeft.py;WristLeft.pz;WristLeft.rx;WristLeft.ry;WristLeft.rz;HandLeft.state;HandLeft.px;HandLeft.py;HandLeft.pz;HandLeft.rx;HandLeft.ry;HandLeft.rz;HandTipLeft.state;HandTipLeft.px;HandTipLeft.py;HandTipLeft.pz;HandTipLeft.rx;HandTipLeft.ry;HandTipLeft.rz;ThumbLeft.state;ThumbLeft.px;ThumbLeft.py;ThumbLeft.pz;ThumbLeft.rx;ThumbLeft.ry;ThumbLeft.rz;KneeRight.state;KneeRight.px;KneeRight.py;KneeRight.pz;KneeRight.rx;KneeRight.ry;KneeRight.rz;AnkleRight.state;AnkleRight.px;AnkleRight.py;AnkleRight.pz;AnkleRight.rx;AnkleRight.ry;AnkleRight.rz;FootRight.state;FootRight.px;FootRight.py;FootRight.pz;FootRight.rx;FootRight.ry;FootRight.rz;KneeLeft.state;KneeLeft.px;KneeLeft.py;KneeLeft.pz;KneeLeft.rx;KneeLeft.ry;KneeLeft.rz;AnkleLeft.state;AnkleLeft.px;AnkleLeft.py;AnkleLeft.pz;AnkleLeft.rx;AnkleLeft.ry;AnkleLeft.rz;FootLeft.state;FootLeft.px;FootLeft.py;FootLeft.pz;FootLeft.rx;FootLeft.ry;FootLeft.rz
1666954275.65057;2022-10-28_11:51:15.650570;2.000000;1.787486;0.350433;4.384310;0.000000;0.000000;0.000000;2.000000;1.828968;0.269078;4.400198;-0.076357;0.877297;-0.285927;2.000000;1.846952;0.226700;4.423008;-0.088060;0.881995;-0.253315;2.000000;1.898310;0.101664;4.478301;-0.100913;0.900859;-0.223921;2.000000;1.962974;-0.064540;4.540900;-0.109405;0.913893;-0.219897;2.000000;1.913657;0.208140;4.334713;0.569878;0.633630;-0.507885;2.000000;1.737165;0.236430;4.503284;0.681009;-0.605314;-0.023425;2.000000;1.993860;-0.070979;4.493701;0.551496;0.644720;-0.502548;2.000000;1.914436;-0.057436;4.547753;-0.648996;0.728863;-0.084216;1.000000;1.989291;0.044569;4.298898;0.972116;0.210591;0.010774;1.000000;1.942839;-0.089975;4.271910;0.800227;-0.078056;-0.569201;1.000000;1.895366;-0.131511;4.269562;0.676644;-0.293260;-0.609231;2.000000;1.857373;-0.177425;4.244806;0.000000;0.000000;0.000000;2.000000;1.874851;-0.128978;4.255857;0.000000;0.000000;0.000000;1.000000;1.856879;0.183581;4.368234;-0.566417;0.035495;-0.565413;2.000000;1.978271;0.103135;4.279434;0.467168;-0.028581;0.719426;2.000000;1.994902;0.065057;4.269201;0.570697;0.017792;0.786902;2.000000;2.010776;0.025884;4.260381;0.000000;0.000000;0.000000;2.000000;2.012722;0.043249;4.264500;0.000000;0.000000;0.000000;2.000000;1.844711;-0.260026;4.440809;0.913875;-0.339588;0.219622;2.000000;1.898470;-0.506293;4.489110;0.886484;0.137051;0.440357;2.000000;1.881576;-0.577695;4.460938;0.000000;0.000000;0.000000;2.000000;1.883351;-0.356483;4.455634;-0.531619;-0.098052;0.832396;2.000000;1.902921;-0.537447;4.505375;-0.580616;0.077112;0.801501;2.000000;1.887539;-0.583952;4.456423;0.000000;0.000000;0.00000
1666954275.715536;2022-10-28_11:51:15.715536;2.000000;1.765794;0.383502;4.341856;0.000000;0.000000;0.000000;2.000000;1.803710;0.300595;4.361458;-0.082151;0.885043;-0.281532;2.000000;1.823775;0.252986;4.386697;-0.084150;0.887564;-0.268952;2.000000;1.882563;0.109821;4.457514;-0.090375;0.902209;-0.253106;2.000000;1.955025;-0.075881;4.543413;-0.098283;0.912362;-0.250142;2.000000;1.892687;0.239773;4.292214;0.544179;0.654523;-0.509908;2.000000;1.696947;0.254101;4.471624;0.704512;-0.591603;-0.003432;2.000000;1.987091;-0.079699;4.492903;0.527119;0.664255;-0.503967;2.000000;1.903903;-0.071649;4.549723;-0.667867;0.704366;-0.114056;1.000000;1.967707;0.070225;4.267821;0.975891;0.207464;-0.031148;1.000000;1.930050;-0.113495;4.251688;-0.668519;0.035775;0.735593;1.000000;1.894042;-0.166490;4.226146;-0.681134;0.065340;0.648244;2.000000;1.869440;-0.206802;4.202997;0.000000;0.000000;0.000000;2.000000;1.876328;-0.157128;4.215556;0.000000;0.000000;0.000000;1.000000;1.825066;0.188989;4.344965;-0.649921;-0.078889;-0.497545;2.000000;1.964777;0.111340;4.244932;0.453496;-0.027770;0.707276;2.000000;1.987771;0.076682;4.238184;0.493565;0.075990;0.817104;2.000000;2.000650;0.042981;4.238923;0.000000;0.000000;0.000000;2.000000;1.994261;0.088808;4.233500;0.000000;0.000000;0.000000;2.000000;1.817092;-0.217776;4.403507;0.847497;-0.449316;0.271299;2.000000;1.846122;-0.461288;4.453638;0.892652;0.096680;0.435428;2.000000;1.797477;-0.512191;4.393535;0.000000;0.000000;0.000000;1.000000;1.889259;-0.353246;4.442659;-0.662189;-0.116804;0.726853;2.000000;1.892275;-0.526953;4.501904;-0.656981;0.116486;0.735898;2.000000;1.885884;-0.584235;4.454482;0.000000;0.000000;0.00000
1666954275.784303;2022-10-28_11:51:15.784303;2.000000;1.742845;0.434393;4.309214;0.000000;0.000000;0.000000;2.000000;1.788514;0.346717;4.326065;-0.062326;0.895928;-0.295308;2.000000;1.804983;0.302437;4.352516;-0.040488;0.902230;-0.284297;2.000000;1.843886;0.175537;4.426514;-0.061996;0.932506;-0.257504;2.000000;1.895964;-0.009417;4.523284;-0.082362;0.949135;-0.251731;2.000000;1.879879;0.264492;4.266864;0.644512;0.573046;-0.492736;2.000000;1.678883;0.271067;4.432729;0.776271;-0.536477;-0.010790;2.000000;1.931471;-0.008975;4.484596;0.551281;0.701365;-0.438040;2.000000;1.841311;-0.009764;4.516298;-0.680791;0.696152;-0.199181;2.000000;1.933744;0.088268;4.254236;0.987955;0.148543;-0.031430;2.000000;1.933896;-0.068345;4.246413;0.962072;-0.006314;0.271653;2.000000;1.942935;-0.133102;4.235695;0.955337;0.043355;0.275697;2.000000;1.917210;-0.180216;4.220241;0.000000;0.000000;0.000000;2.000000;1.935681;-0.148248;4.206334;0.000000;0.000000;0.000000;2.000000;1.554163;0.314057;4.469429;-0.583904;0.793033;0.045609;2.000000;1.677675;0.215475;4.440436;0.895301;0.418458;0.072275;2.000000;1.686344;0.170559;4.436888;0.987249;0.089501;0.121694;2.000000;1.715884;0.111171;4.437446;0.000000;0.000000;0.000000;2.000000;1.688975;0.181961;4.377637;0.000000;0.000000;0.000000;2.000000;1.853033;-0.242822;4.413143;0.882127;-0.202325;0.420921;2.000000;1.898991;-0.496146;4.493174;0.828469;0.154287;0.532385;2.000000;1.887347;-0.580390;4.461696;0.000000;0.000000;0.000000;2.000000;1.848260;-0.240775;4.419487;-0.600125;-0.164481;0.775123;2.000000;1.897754;-0.496734;4.491246;-0.523239;0.064826;0.836376;2.000000;1.885145;-0.578794;4.456875;0.000000;0.000000;0.00000
1666954275.849997;2022-10-28_11:51:15.849997;2.000000;1.725817;0.502677;4.266156;0.000000;0.000000;0.000000;2.000000;1.775769;0.413975;4.282257;-0.048746;0.905157;-0.289330;2.000000;1.792082;0.363249;4.312515;-0.050848;0.908978;-0.273452;2.000000;1.839334;0.210944;4.396399;-0.057070;0.923522;-0.262831;2.000000;1.899314;0.005033;4.505755;-0.067046;0.933273;-0.260465;2.000000;1.874143;0.325227;4.227673;0.657626;0.579125;-0.469928;2.000000;1.662585;0.301761;4.411715;0.820495;-0.474155;-0.056073;2.000000;1.934859;0.009619;4.453271;0.500548;0.712861;-0.461917;2.000000;1.844167;-0.000449;4.509875;0.724940;-0.644402;0.154211;2.000000;1.961793;0.156905;4.228591;0.962699;0.235301;-0.129157;2.000000;1.985031;-0.031068;4.247625;0.935037;0.040044;-0.345603;2.000000;1.987240;-0.101636;4.234962;0.932304;0.045649;-0.350304;2.000000;1.990323;-0.146239;4.229268;0.000000;0.000000;0.000000;2.000000;1.963490;-0.110982;4.196500;0.000000;0.000000;0.000000;2.000000;1.589902;0.197917;4.503322;0.777758;-0.384975;-0.476544;2.000000;1.552808;0.009819;4.510558;0.742976;-0.085143;-0.661959;2.000000;1.548927;-0.066913;4.496008;0.742675;0.043627;-0.662626;2.000000;1.547864;-0.106622;4.487214;0.000000;0.000000;0.000000;2.000000;1.525849;-0.070897;4.479923;0.000000;0.000000;0.000000;2.000000;1.846728;-0.255425;4.425068;0.936709;-0.167154;0.307628;2.000000;1.901305;-0.498352;4.495365;0.844814;0.162784;0.505743;2.000000;1.887495;-0.577710;4.460693;0.000000;0.000000;0.000000;2.000000;1.846836;-0.236772;4.420661;-0.583306;-0.147724;0.792153;2.000000;1.900337;-0.496238;4.497651;-0.516599;0.068983;0.838671;2.000000;1.884052;-0.575709;4.457686;0.000000;0.000000;0.00000
1666954275.91948;2022-10-28_11:51:15.919480;2.000000;1.717920;0.569792;4.230739;0.000000;0.000000;0.000000;2.000000;1.765012;0.477223;4.257315;-0.016759;0.917967;-0.275949;2.000000;1.776202;0.426735;4.286941;-0.015077;0.922601;-0.258670;2.000000;1.807243;0.273756;4.369760;-0.018754;0.927247;-0.248277;2.000000;1.848845;0.063892;4.477550;-0.020659;0.929366;-0.248126;2.000000;1.871074;0.373502;4.192606;0.696663;0.548766;-0.446662;2.000000;1.644427;0.374360;4.363328;0.813453;-0.512837;-0.029701;2.000000;1.880472;0.060849;4.425976;0.545377;0.657947;-0.477161;2.000000;1.795202;0.068398;4.479205;-0.659917;0.712253;-0.150590;2.000000;1.971061;0.207633;4.204817;0.957975;0.262787;-0.098244;2.000000;2.013684;0.019029;4.230148;0.837405;0.057957;-0.531340;2.000000;2.017679;-0.046028;4.230397;0.840964;0.024768;-0.540218;2.000000;2.023014;-0.087534;4.240829;0.000000;0.000000;0.000000;2.000000;1.998877;-0.066928;4.213300;0.000000;0.000000;0.000000;2.000000;1.582647;0.283265;4.459449;0.770454;-0.389869;-0.467001;2.000000;1.553198;0.090643;4.483852;-0.678772;0.097043;0.727801;2.000000;1.545774;0.028726;4.488373;-0.680995;0.067108;0.728965;2.000000;1.551558;-0.021373;4.480446;0.000000;0.000000;0.000000;2.000000;1.526880;0.013344;4.476286;0.000000;0.000000;0.000000;2.000000;1.847054;-0.241688;4.420724;0.869269;-0.052111;0.491196;2.000000;1.900760;-0.486438;4.491761;0.880950;0.155552;0.440216;2.000000;1.882630;-0.569925;4.467461;0.000000;0.000000;0.000000;2.000000;1.844120;-0.225037;4.399260;-0.642876;-0.152016;0.750337;2.000000;1.898057;-0.485075;4.496329;-0.534234;0.093775;0.821231;2.000000;1.885306;-0.572709;4.460611;0.000000;0.000000;0.00000
1666954275.981826;2022-10-28_11:51:15.981826;2.000000;1.709723;0.628540;4.203052;0.000000;0.000000;0.000000;2.000000;1.751892;0.514670;4.239475;-0.019388;0.920001;-0.270683;2.000000;1.763954;0.460178;4.270603;-0.013558;0.926918;-0.245157;2.000000;1.794443;0.296967;4.353521;-0.011898;0.937814;-0.221050;2.000000;1.828860;0.076061;4.453504;-0.015797;0.942387;-0.220805;2.000000;1.871900;0.432324;4.165530;0.635537;0.629895;-0.432437;2.000000;1.638097;0.446010;4.332426;0.741783;-0.600042;0.004694;2.000000;1.868736;0.073755;4.396784;0.564992;0.665895;-0.444303;2.000000;1.766843;0.077322;4.456000;-0.686734;0.694720;-0.135050;2.000000;2.000879;0.231206;4.196095;0.957695;0.280674;0.017415;2.000000;2.033897;0.027747;4.220365;0.974151;0.066274;-0.202945;2.000000;2.043907;-0.018512;4.224605;0.971943;0.094471;-0.205105;2.000000;2.066006;-0.072267;4.260489;0.000000;0.000000;0.000000;2.000000;2.027954;-0.032880;4.179429;0.000000;0.000000;0.000000;2.000000;1.582366;0.254380;4.464209;0.706746;-0.285189;-0.633365;2.000000;1.542563;0.050633;4.487381;-0.515751;0.097457;0.849527;2.000000;1.542421;0.012013;4.479445;-0.524087;-0.085028;0.845635;2.000000;1.550248;-0.033500;4.476728;0.000000;0.000000;0.000000;2.000000;1.514901;0.006954;4.473112;0.000000;0.000000;0.000000;2.000000;1.853245;-0.217495;4.405601;0.860210;-0.015158;0.509023;2.000000;1.901860;-0.508624;4.496726;0.853028;0.144063;0.493525;2.000000;1.881169;-0.594110;4.462408;0.000000;0.000000;0.000000;2.000000;1.730043;-0.143872;4.466622;-0.507369;0.062330;0.857464;1.000000;1.642864;-0.433212;4.498092;0.975141;-0.151753;-0.158951;1.000000;1.737083;-0.491909;4.466861;0.000000;0.000000;0.00000
1666954276.046693;2022-10-28_11:51:16.046693;2.000000;1.708819;0.661856;4.187082;0.000000;0.000000;0.000000;2.000000;1.749344;0.549850;4.217046;-0.003129;0.927729;-0.242822;2.000000;1.758806;0.491675;4.246644;-0.000697;0.932148;-0.224199;2.000000;1.783804;0.317080;4.327700;0.001462;0.936575;-0.205274;2.000000;1.812729;0.084491;4.425575;0.001262;0.936852;-0.205275;2.000000;1.866594;0.458938;4.138164;0.652890;0.614362;-0.422374;2.000000;1.624009;0.476090;4.308774;0.743094;-0.609562;-0.004913;2.000000;1.853555;0.080664;4.362679;0.572394;0.650689;-0.444799;2.000000;1.749660;0.087099;4.432584;-0.684813;0.697388;-0.102441;2.000000;1.996086;0.277106;4.165375;0.950706;0.301284;-0.021050;2.000000;2.040366;0.069668;4.196173;0.962178;0.118619;0.241087;2.000000;2.051648;0.017340;4.205292;0.960873;0.122358;0.241975;2.000000;2.058962;-0.033814;4.216175;0.000000;0.000000;0.000000;2.000000;2.055170;0.030980;4.167500;0.000000;0.000000;0.000000;2.000000;1.585983;0.307168;4.433873;0.694832;-0.279133;-0.642340;2.000000;1.551910;0.091508;4.476301;-0.343108;0.116869;0.931172;2.000000;1.539183;0.047540;4.461334;-0.340556;-0.101891;0.916800;2.000000;1.533988;-0.005165;4.481960;0.000000;0.000000;0.000000;2.000000;1.515545;0.047810;4.458143;0.000000;0.000000;0.000000;2.000000;1.854919;-0.215872;4.394652;0.876518;0.027723;0.478362;2.000000;1.902934;-0.510239;4.496570;0.844111;0.150831;0.504425;2.000000;1.882028;-0.590790;4.460633;0.000000;0.000000;0.000000;2.000000;1.681427;-0.135335;4.401347;-0.506950;0.017815;0.846620;2.000000;1.685768;-0.391306;4.513361;0.961303;-0.030728;-0.184129;2.000000;1.750408;-0.353396;4.468629;0.000000;0.000000;0.00000
1666954276.106934;2022-10-28_11:51:16.106934;2.000000;1.702101;0.684426;4.163424;0.000000;0.000000;0.000000;2.000000;1.746596;0.568678;4.191593;0.006625;0.928655;-0.214568;2.000000;1.754288;0.509254;4.217941;0.009014;0.933155;-0.192569;2.000000;1.773770;0.328975;4.289000;0.010564;0.938779;-0.173394;2.000000;1.795441;0.084639;4.375289;0.009426;0.940712;-0.173460;2.000000;1.859204;0.479467;4.107689;0.655924;0.615086;-0.407188;2.000000;1.608735;0.491807;4.295340;0.741617;-0.610805;-0.051250;2.000000;1.836853;0.081092;4.310791;0.583538;0.644345;-0.427310;2.000000;1.731160;0.086885;4.384222;-0.690971;0.698149;-0.072569;2.000000;1.989557;0.290219;4.144680;0.951803;0.296167;0.024676;2.000000;2.040614;0.075883;4.177587;0.946783;0.088685;-0.290959;2.000000;2.051648;0.024300;4.171400;0.945713;0.117523;-0.302054;2.000000;2.064803;-0.028516;4.192859;0.000000;0.000000;0.000000;2.000000;2.021721;0.015744;4.128333;0.000000;0.000000;0.000000;2.000000;1.583855;0.307633;4.431900;-0.653763;0.265368;0.686941;2.000000;1.555562;0.102100;4.464306;0.904913;-0.093820;-0.412949;2.000000;1.539819;0.067481;4.463046;0.888924;-0.185538;-0.405844;2.000000;1.541607;0.019098;4.469057;0.000000;0.000000;0.000000;2.000000;1.515616;0.064896;4.422500;0.000000;0.000000;0.000000;2.000000;1.856330;-0.212907;4.379685;0.878104;0.082181;0.463397;2.000000;1.902748;-0.511847;4.496272;0.832807;0.158793;0.517166;2.000000;1.882216;-0.591718;4.459785;0.000000;0.000000;0.000000;2.000000;1.653532;-0.212228;4.356067;-0.447681;0.016182;0.884054;2.000000;1.690001;-0.525669;4.464746;-0.188696;0.151654;0.966423;2.000000;1.638146;-0.591495;4.461220;0.000000;0.000000;0.00000
1666954276.171126;2022-10-28_11:51:16.171126;2.000000;1.698141;0.689026;4.156566;0.000000;0.000000;0.000000;2.000000;1.739743;0.581580;4.174243;0.013557;0.936381;-0.187457;2.000000;1.745170;0.522761;4.196970;0.017755;0.941115;-0.160850;2.000000;1.756901;0.343670;4.256180;0.019239;0.945197;-0.145962;2.000000;1.769333;0.099475;4.329475;0.018410;0.946837;-0.146069;2.000000;1.849516;0.484859;4.095786;0.693916;0.589490;-0.380322;2.000000;1.598443;0.512162;4.268890;0.727198;-0.636559;-0.059549;2.000000;1.812436;0.092775;4.266085;0.612266;0.626716;-0.410687;2.000000;1.703468;0.104894;4.337149;-0.674969;0.719830;-0.060756;2.000000;1.980540;0.294007;4.126360;0.950622;0.298595;0.070556;2.000000;2.026413;0.083082;4.143888;0.912867;0.114029;0.391982;2.000000;2.029348;0.034824;4.144235;0.917647;0.029302;0.396219;2.000000;2.051627;-0.012265;4.146868;0.000000;0.000000;0.000000;2.000000;2.037953;0.028332;4.117700;0.000000;0.000000;0.000000;2.000000;1.573196;0.314397;4.411661;-0.654543;0.259387;0.689069;2.000000;1.545966;0.108602;4.449527;-0.524280;0.110949;0.844254;2.000000;1.532017;0.063219;4.447783;-0.537783;0.065183;0.829700;2.000000;1.542552;0.015006;4.454404;0.000000;0.000000;0.000000;2.000000;1.504027;0.063211;4.442500;0.000000;0.000000;0.000000;2.000000;1.855848;-0.203363;4.368635;0.870475;0.138468;0.458559;2.000000;1.902231;-0.510205;4.495416;0.823768;0.163820;0.528271;2.000000;1.882716;-0.590269;4.458380;0.000000;0.000000;0.000000;2.000000;1.639631;-0.211728;4.324078;-0.479883;0.030073;0.871464;2.000000;1.649930;-0.515419;4.382781;-0.488144;0.074841;0.867385;2.000000;1.590214;-0.567735;4.290135;0.000000;0.000000;0.00000
1666954276.232198;2022-10-28_11:51:16.232198;2.000000;1.681644;0.696243;4.122000;0.000000;0.000000;0.000000;2.000000;1.723845;0.585590;4.144200;0.015781;0.932691;-0.167144;2.000000;1.728788;0.525239;4.164785;0.017020;0.935962;-0.146076;2.000000;1.740614;0.341572;4.219369;0.016556;0.941205;-0.129545;2.000000;1.753373;0.092902;4.284807;0.015385;0.943983;-0.129689;2.000000;1.826956;0.486667;4.055537;0.689671;0.578732;-0.389045;2.000000;1.577607;0.500147;4.249799;0.749507;-0.607655;-0.099135;2.000000;1.795067;0.089725;4.218200;0.596006;0.634353;-0.406169;2.000000;1.688657;0.095051;4.295057;-0.694463;0.702902;-0.036403;2.000000;1.954030;0.287778;4.083180;0.946916;0.285010;0.147753;2.000000;1.994904;0.075091;4.083962;0.985530;0.094097;0.140509;2.000000;2.000589;0.016110;4.096096;0.981947;0.062251;0.152832;2.000000;2.017686;-0.038291;4.123936;0.000000;0.000000;0.000000;2.000000;1.992480;0.024580;4.046000;0.000000;0.000000;0.000000;2.000000;1.556150;0.305270;4.393983;-0.604537;0.270227;0.731379;2.000000;1.523653;0.112580;4.447377;-0.435815;0.155566;0.886379;2.000000;1.515802;0.075205;4.442547;-0.444317;-0.010530;0.887715;2.000000;1.529708;0.027077;4.451960;0.000000;0.000000;0.000000;2.000000;1.491106;0.079936;4.437000;0.000000;0.000000;0.000000;2.000000;1.850453;-0.201394;4.352761;0.868254;0.173963;0.439747;2.000000;1.901039;-0.510378;4.493310;0.818574;0.177546;0.529238;2.000000;1.883087;-0.586556;4.458952;0.000000;0.000000;0.000000;2.000000;1.604840;-0.222339;4.255795;-0.462114;0.006729;0.875475;2.000000;1.572670;-0.517998;4.250140;-0.491479;0.018371;0.869152;2.000000;1.528320;-0.583984;4.187500;0.000000;0.000000;0.00000
